,Customer_name,Rating,Review_Title,Review
3566,Mehak S,5,Preferred name of the hotel suites accordingly,"centralised location in the sub urban area with close vicinity towards airports.   Rooms not only comfortable, spacious , decorated  but have also European influence.  All in all beverages, restaurants and butler services both in-house and in eatery inside hotel were courteous.  The Land arrangements were precise and properly adhered to  once requested for the same. Not only we will sponsor but will ask our near and dear to be a welcome factor in your hotel."
3567,Andi M,4,Business Trip haven,"I stayed in the hotel during the last week for business and I could not have asked for a better room (5th Floor) with views over Mumbai and plenty of amenities including a serious shower! - something us business travelers rate very highly! wallsafe, minibar comp water , wifi , iron and ironing board , laundry and free papers .  Food was very good - 55 east and the 2 breakfast rooms  stand out particularly.  Staff were very helpful    Note prices in the hotel are more akin to Europe rather than India"
3568,bhupendrasharma,4,Comfort in grandeur....,My third stay in this hotel over the years. The customer service has really improved and i was happy with the way they handled my booking and conversion of points into a free room night.' I wish the b'fast is varied in its choices...
3569,sbabu1671,5,Business Hotel,"Was recently @ Grand Hyatt for Business Meeting.  Located very near to domestic airport. Excellent Service, Nice ambience.  Courteous staff. Excellent amenities.  Suggest House keeping to be little faster."
3570,Rohil V,1,Big Liars,"The hotel is great but thumbs down to their customer service.  I had booked a Honeymoon package in Kings/Queens size room for a friend's wedding night with included decorating the Room and complimentary cake. Honeymoon package costed us more than the normal one,  and we were fine to pay the extra charge for the package as they promised us for decoration and cake.  I confirmed with them about the decoration 2 hours before check in and also during check-in and they said that it's been done. Also they didn't allow us to check the room, fir the reputation they have we believed them, but then came to know through the friend later that there were special arrangements done that we paid extra for and it was just the room, that's it!  So basically they lied to us about the arrangements…"
3571,Prashanth A,5,Great hotel and excellent staff,"I had a short, but excellent stay at this hotel. The staff were very friendly and the room was very nice!  The location close to the airport was great too. Unfortunately I wasn't able to use all the facilities of the hotel, but the breakfast was excellent and the bar food was pretty good as well. I would definitely go back to this hotel again."
3572,Syed W,4,A class hotel with a great location,A great business or leisure hotel to stay and experience in Mumbai.The staff are phenomenal. the location is very iconic. The facilities are simply too good.The security at the hotel is very good. Happy staying here
3573,KOLOR IMPEX,4,very luxurious hotel,luxurious hotel choice of food is elaborate . but sadly the  hotel does not offer breakfast complementary . it is chargeable which made me feel awkward.  no package of spa for in room gues or happy hour at the bar
3574,Albert Olivier D,5,Great sanctuary with great service,Mumbai is a city alive with energy and people -- Grand Hyatt creates a quiet place where you can unwind and call home as you do sight seeing or business.  The service was excellent and the restaurants provided great food.
3575,NAVEEN M,4,Nice business hotel,Visited Grand Hyatt for business meeting.  One of best located and nicely maintained hotel. Enjoyed snacks at coffee shop. Staff is very courteous. Always ready to go extra mile to serve. Good place for meeting. 
3576,dom123,5,"Large and comfortable rooms, big hotel","I often stay here if the price is good. This is a very large hotel, I like the rooms which are spacious and have a great bathroom. The service is good, typical of those large hotels, but well above average. Concerning the location, Mumbai is a huge place. I like it because it's 20 mins to the international terminal, and located toward the centre. There is not much in the immediate vicinity. It's a bit of a fortress."
3577,Sharmistha M,5,Wooow,"I had stayed at this hotel few months back in my weekend stay. Every single step right from check in till check out was just PERFECT! Staffs are helpful & jolly, room was allocated on higher floor, breakfast was elaborate however swimming pool was closed on renovation therefore could not enjoy swimming !  I would highly recommend this hotel for business traveller & weekend leisure travellers."
